digits,mg_eV,MV_eV,KK_eV,phase,chi_index,chi,U,d,dchi,dy,deltaBy_im,dgchi,dgy,bg_tree_y,bg_5d_y,baseline,stabilization,mass2,valley_y,valley_gchi,direct_mass0,direct_mass1,direct_CW_x,direct_CW_y
100,1e-6,1e12,1e14,zero,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033336995792183967069880386615226549299986774449416526327462331662717e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.7367758535815664320238633923288947235361863895110363623346714573351692448245011423905153e-38,0.0,0.0,5.66392025462353210133033336995792183967069880386615226551230775132191103063835516002648455e-66,6.73781648661851115931132083011340389494797940456581194669483021931845022312666210446545682e-38,0.00000000000000000284449636906656142086520833273853213565659205210648898576136520941263626703375965875343674,0.0
100,1e-6,1e12,1e14,zero,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649182145603329193469652272465818773126693349260559356083468711958287391676e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.98343390853238595777939325390837431924772022207667804478911880412447527862165909704996499e-39,0.0,0.0,5.66284489720840649182145603329193469652272465818773126728257755354600305904985957019702236e-66,9.99384023890183323065396763175346603336565037262443388839070642395728506164326871811618966e-39,0.000000000000000000421884594887072986856311718703376522274493634408668344854373708976572478923718922631926403,0.0
100,1e-6,1e12,1e14,quadrature,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,-4.44770257863103916000043640793287789184883846326986494039037716968394396682208613337975228e-41,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.00000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001507735997,0.0,0.0,5.67651397598202297430814519053913274219368186117634823391172463320325353000746949271171349e-66,7.39417232562367528579909506369504e-37,7.39406826231998081307034931997335422261864092823760389346937545122360872078154738613210884e-37,5.07252686120932608343875656681290778991658796891765113757117866887075852108894971341300593e-32,-1.58761155590351214547472762419379951222220565802104676361952027371729369268549151252719312e-53,5.67651397598202297430814519053913274219368186117634823378415091539405090564142216530214166e-66,7.39417232562367528579909506375180513975982022974308145190539132742193681861176348233795552e-37,0.0000000000000000312160955036503402532561009528783712714655741167011225750374965884419809154371103417496002,0.00000000000000000000563308112194968463267035319919611939667003295111840565872557692076017244839972233308607626
100,1e-6,1e12,1e14,quadrature,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,-1.34261205754001737565300830856402866229263428970310458915178955696581018359354754049810407e-41,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.00000000000000000000170037512246679281083221797580879580060667533667178136237690186353792087458964202958837417,1.58277916660614645304552004364012825514961562457414409529022101798843724641725558651935207e-47,-0.0000000000000000000000290869129368374914149980686282734211743496265194670469400692976026029761714504002638690291,5.66392025462353210133033337612130253333080079815460851404287285590405368823313299555431941e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.7367758535815664320238633923288947235361863895110363629510095267011794442533467672455026e-38,1.68062383544202974938068642033391422804567955179126115870057660376132945219500441294460971e-31,-1.74275596414721158244902055112987748663314435941480433344021294018992788588473219462537998e-52,5.66392025462353210133033337612130253333080079815460851450266488592467172204310358775082956e-66,6.7378164866185111593113208301134038949479794045658119473111682886844604225555077293579954e-38,0.00000000000000000284449636906656142086520833273853213565659205210648898576136520941263626703375965875343674,0.00000000000000000000170037512246679281083221799163658746666813986712356720360578965712026087447523440273064445
100,1e-6,1e12,1e14,quadrature,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,-5.17079303660945699646250915876001253501676210774803063125643456262675562422155523761202963e-42,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.00000000000000000000065481179349142925560344799956242659880995079711515889178428945634803819044479544861709786,1.08033850787985118968564051204790775416304150499902346211890106563286762916263652133168716e-47,-0.0000000000000000000000198535037508700849613960709984566679911212682640109406676909286296205787347428270216858044,5.66284489720840649182145603566563347226166727324548792336565504938157434009250002783176798e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.98343390853238595777939325390837431924772022207667804716281757986341789367941575348212743e-39,4.36766460514052570285405902867483174929811410585250565586526070295748771665316563591473996e-31,-1.17704780843231324412317558594084874484479681698759811248746375474479779019696217015021883e-51,5.66284489720840649182145603566563347226166727324548792330583098671482637006658589703710698e-66,9.99384023890183323065396763175346603336565037262443389076440519969622767670102537413944309e-39,0.000000000000000000421884594887072986856311718703376522274493634408660828431222487196358872372857066071687141,0.000000000000000000000654811793491429255603448010365811677608462693967473250163444446035360991984253003166900986
100,1e-6,1e12,1e14,pi,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.67651397598202297430814521095670910040372322182412672445120729326240255767413370305234875e-66,7.39417232562367528579909506369504e-37,7.39406826231998081307034931997335422261864092823760389367355121480570913438802517103750367e-37,0.0,0.0,5.67651397598202297430814521095670910040372322182412672470279890127057358879616791269517123e-66,7.394172325623675285799095063751805139759820229743081452109567091004037232218241267247142e-37,0.0000000000000000312160955036503402532561009528783712714655741167011225750374965884419809154371103417496002,0.0
100,1e-6,1e12,1e14,pi,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033338228468322699090279244306476259274584406361321120299136779201166e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.7367758535815664320238633923288947235361863895110363635673475960671896436821923921004899e-38,0.0,0.0,5.66392025462353210133033338228468322699090279244306476271336628810406505095429157486588613e-66,6.73781648661851115931132083011340389494797940456581194792750635805047062198435335417256841e-38,0.00000000000000000284449636906656142086520833273853213565659205210649274397294082030274307030919058703355637,0.0
100,1e-6,1e12,1e14,pi,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.6628448972084064918214560380393322480006098883032445797978174931695878454978804727896192e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,9.98343390853238595777939325390837431924772022207667804953651635560236050873717240991428988e-39,0.0,0.0,5.66284489720840649182145603803933224800060988830324457971891228609533336233009244418183582e-66,9.99384023890183323065396763175346603336565037262443389313810397543517029175878203055252439e-39,0.000000000000000000421884594887072986856311718703376522274493634408664586642798098086465675648287994351806772,0.0
100,1e-5,1e12,1e14,zero,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.6765139759820229743081451884973751063726777251115703808702243627749199633607929658221661e-66,7.39417232562367528579909506369504e-37,7.38376599525422801292452068590671342564189007919532560828338613123091699422950608310786154e-37,0.0,0.0,5.67651397598202297430814518849737510637267772511157039026032310307614228902135108733751013e-66,7.39417232562367528579909506375180513975982022974308145188497375106372677725111570383904536e-37,0.0000000000000000312160955036503402532561009528783712714655741167011300914606478102221945219879721983098395,0.0
100,1e-5,1e12,1e14,zero,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033337550496446396479059872576288521798639840912213896673834788008195e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.63375318292403843056557705166248675376867789908825351123365828341976157239652695942469103e-38,0.0,0.0,5.6639202546235321013303333755049644639647905987257629013049618917592273078584178065057169e-66,6.73781648661851115931132083011340389494797940456581194724953448174785940261262316826562469e-38,0.000000000000000002844496369066561420865208332738532135656592052106496502184516431192849873584621515313676,0.0
100,1e-5,1e12,1e14,zero,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649182145603542826359468777301173971225375404699415434799913175970839691036e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,8.95320720195710594319652984724429462157263531784884953036827333884135511303428763448729017e-39,0.0,0.0,5.66284489720840649182145603542826359468777301173971224659341139730814879403929291889863837e-66,9.99384023890183323065396763175346603336565037262443389052703532212233341519524970834220376e-39,0.000000000000000000421884594887072986856311718703376522274493634408664586642798098086465675648287994351806772,0.0
100,1e-5,1e12,1e14,quadrature,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,-4.44770257863103916000043640793287789184883846326986494039037716968394396682208613337975228e-40,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0000000000000000000563308112194968463267035319919611939667003295110518748487782466194357127955231001507735997,0.0,0.0,5.67651397598202297430814519053913274219368186117634822992417262878083486612745938685565754e-66,7.39417232562367528579909506369504e-37,7.38376599525422801292452068590671342564189007919532560830380370758912703559015386159840103e-37,5.07960435072564762134048228858522637327778224820878965693856285239938488636369008322234309e-31,-1.5920449056830737604876565265080113309918175285693669123874433650659171252085187148104183e-49,5.67651397598202297430814519053913274219368186117634821539726552295583234472218112435642589e-66,7.3941723256236752857990950637518051397598202297430814519053913274219368186117634821553861e-37,0.0000000000000000312160955036503402532561009528783712714655741167011225750374965884419809154371103417496002,0.0000000000000000000563308112194968463267035319919611939667003295110525191821093880538636098439147335266736862
100,1e-5,1e12,1e14,quadrature,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,-1.34261205754001737565300830856402866229263428970310458915178955696581018359354754049810407e-40,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0000000000000000000170037512246679281083221797580879580060667533667178136237690186353792087458964202958837417,1.58277916660614645304552004364012825514961562457414409529022101798843724641725558651935207e-48,-0.000000000000000000000290869129368374914149980686282734211743496265194670469400692976026029761714504002638690291,5.66392025462353210133033337612130253333080079815460851007297369722507809126372418510367848e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.63375318292403843056557705166248675376867789908825351129529209035636259233941152191018976e-38,1.70672404615587149462765899540733671641931883264484536897229286268165082756847009640623665e-30,-1.7973065419527334181828610299642311228931451073673570148452412896687687071398333940554279e-48,5.66392025462353210133033337612130253333080079815460848727968516398288780450788765185942625e-66,6.73781648661851115931132083011340389494797940456581194731116828868446042255550772816252324e-38,0.00000000000000000284449636906656142086520833273853213565659205210648898576136520941263626703375965875343674,0.000000000000000000017003751224667928108322179759670737172672899819770770034438178758787229252960130808185693
100,1e-5,1e12,1e14,quadrature,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,-5.17079303660945699646250915876001253501676210774803063125643456262675562422155523761202963e-41,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0000000000000000000065481179349142925560344799956242659880995079711515889178428945634803819044479544861709786,1.08033850787985118968564051204790775416304150499902346211890106563286762916263652133168716e-48,-0.000000000000000000000198535037508700849613960709984566679911212682640109406676909286296205787347428270216858044,5.66284489720840649182145603566563347226166727324548791939726323853314934967229775289262898e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,8.95320720195710594319652984724429462157263531784884953060564321641524937454006330013050642e-39,4.87024257748944512505778492458704576782556490746371937764794952325261084704917804798742911e-30,-1.46351347908986831657143836209741828739151962669021812958108615106188212738969355115774151e-47,5.66284489720840649182145603566563347226166727324548793266169971673842439059692711757646827e-66,9.99384023890183323065396763175346603336565037262443389076440519969622767670102538141622987e-39,0.000000000000000000421884594887072986856311718703376522274493634408668344854373708976572478923718922631926403,0.00000000000000000000654811793491429255603447999670460449597935916083662794522885640503919579700125551688184475
100,1e-5,1e12,1e14,pi,0,137.6422999547138,0.000000000000061618102713530627381659125530792,1.23236205427061254763318251061584e-37,-2.46472410854122509526636502123168e-37,0.0,3419228.42787262130522914529334809997053330081515322407046123287872063547161290103743741678,0.0000000000000000312160955036503402532561009528783712714655741167011206466390030628706681996884978487567371,0.0,0.0,0.0,5.67651397598202297430814519258089037801468599724112607897812089478674976889412580788914899e-66,7.39417232562367528579909506369504e-37,7.38376599525422801292452068590671342564189007919532560832422128394733707695080164008894051e-37,0.0,0.0,5.67651397598202297430814519258089037801468599724112610550551897811613594155304787881604464e-66,7.39417232562367528579909506375180513975982022974308145192580890378014685997241126099149732e-37,0.0000000000000000312160955036503402532561009528783712714655741167011263332490721993320877187125412700297199,0.0
100,1e-5,1e12,1e14,pi,512,138.8400706298904,0.00000000000000561484707218209263275943402462250989123802182869398217474919836279281695228337239825941615,1.12296941443641852655188680492450197824760436573879643494983967255856339045667447965188323e-38,-2.24593882887283705310377360984900395649520873147759286989967934511712678091334895930376646e-38,0.0,1027707.72029405071079904386123004184332614809849452446725130286191191287433548326188901411,0.00000000000000000284449636906656142086520833273853213565659205210649347265068911784215812315028639567759274,0.0,0.0,0.0,5.66392025462353210133033337673764060269681099758345413492796099604103404356071002232727501e-66,6.73781648661851115931132082954701186948562619443277860969903803535138034274004687791129938e-38,6.63375318292403843056557705166248675376867789908825351135692589729296361228229608439568849e-38,0.0,0.0,5.66392025462353210133033337673764060269681099758345415121998167854328455051340155814197917e-66,6.73781648661851115931132083011340389494797940456581194737280209562106144249839229325712667e-38,0.00000000000000000284449636906656142086520833273853213565659205210648522754978959852252946375832873047331711,0.0
100,1e-5,1e12,1e14,pi,1024,139.79424666735443,0.000000000000000832820019908486102554497302174218428013103656733581487924897643952880033621294787568109423,1.66564003981697220510899460434843685602620731346716297584979528790576006724258957513621885e-39,-3.33128007963394441021798920869687371205241462693432595169959057581152013448517915027243769e-39,0.0,394463.635698328306073500627648035010016483158384154862382093068104425005299738855358364661,0.00000000000000000042188459488707298685631171870337652227449363440866538863971504979708308185893448949887981,0.0,0.0,0.0,5.66284489720840649182145603590300334983556153475126358504047948291195070021283579738834759e-66,9.99384023890183323065396762609062113615724388080297785509877172743456040345553745081731308e-39,8.95320720195710594319652984724429462157263531784884953084301309398914363604583896577372266e-39,0.0,0.0,5.66284489720840649182145603590300334983556153475126360573572582911257727892855397276615757e-66,9.99384023890183323065396763175346603336565037262443389100177507727012193820680106748451819e-39,0.000000000000000000421884594887072986856311718703376522274493634408660828431222487196358872372857066071687141,0.0
